accession,label,subclass,neg_family,name,source,structure_source,confidence_score,source_filename,original_structure_path
A5U5A1,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,A5U5A1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5U5A1.pdb
A6LU82,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,A6LU82.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A6LU82.pdb
A6WFU4,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,A6WFU4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A6WFU4.pdb
A8M3K2,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,A8M3K2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A8M3K2.pdb
A8MGK0,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,A8MGK0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A8MGK0.pdb
A9KSU3,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,A9KSU3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9KSU3.pdb
B0B7R5,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B0B7R5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0B7R5.pdb
B0BBY0,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B0BBY0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0BBY0.pdb
B1VY42,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B1VY42.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1VY42.pdb
B1YAJ2,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B1YAJ2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1YAJ2.pdb
B2HMC3,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B2HMC3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2HMC3.pdb
B2RIU4,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B2RIU4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2RIU4.pdb
B2S457,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B2S457.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2S457.pdb
B5RMU7,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B5RMU7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5RMU7.pdb
B5RQ92,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B5RQ92.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5RQ92.pdb
B6IRV8,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B6IRV8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B6IRV8.pdb
B7J0K1,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B7J0K1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7J0K1.pdb
B9KYQ3,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,B9KYQ3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B9KYQ3.pdb
C1AQX2,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,C1AQX2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C1AQX2.pdb
C3NDQ2,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,C3NDQ2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C3NDQ2.pdb
C3NHZ9,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,C3NHZ9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C3NHZ9.pdb
Q0ST77,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q0ST77.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0ST77.pdb
Q0TQN4,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q0TQN4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0TQN4.pdb
Q1B671,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q1B671.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1B671.pdb
Q253T0,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q253T0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q253T0.pdb
Q3KM12,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q3KM12.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3KM12.pdb
Q47PQ7,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q47PQ7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q47PQ7.pdb
Q4J9A4,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q4J9A4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q4J9A4.pdb
Q51834,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q51834.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q51834.pdb
Q5L6G2,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q5L6G2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5L6G2.pdb
Q5LGN7,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q5LGN7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5LGN7.pdb
Q64XI2,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q64XI2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q64XI2.pdb
Q660C0,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q660C0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q660C0.pdb
Q73XT9,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q73XT9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q73XT9.pdb
Q74MH2,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q74MH2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q74MH2.pdb
Q7TYN1,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q7TYN1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7TYN1.pdb
Q823T8,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q823T8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q823T8.pdb
Q82BX8,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q82BX8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q82BX8.pdb
Q8XKN1,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q8XKN1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8XKN1.pdb
Q973F1,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q973F1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q973F1.pdb
Q9PK48,hard_negative,,rnase_z,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),UniProt,afdb,,Q9PK48.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9PK48.pdb
O24495,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase 1, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,O24495.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/O24495.pdb
O24496,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase cytoplasmic (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,O24496.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/O24496.pdb
O35952,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II) (Round spermatid protein RSP29)",UniProt,afdb,,O35952.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/O35952.pdb
P0AC84,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase GloB (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,P0AC84.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P0AC84.pdb
P75849,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase GloC (EC 3.1.2.6) (Accessory type II glyoxalase) (Glyoxalase II 2) (GlxII-2),UniProt,afdb,,P75849.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P75849.pdb
Q05584,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, cytoplasmic isozyme (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q05584.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q05584.pdb
Q12320,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q12320.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q12320.pdb
Q16775,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q16775.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q16775.pdb
Q99KB8,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q99KB8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q99KB8.pdb
Q9SID3,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase 2, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q9SID3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9SID3.pdb
B4F6K2,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,B4F6K2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B4F6K2.pdb
Q28333,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Germ cell-specific protein) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q28333.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q28333.pdb
Q3B7M2,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q3B7M2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3B7M2.pdb
Q4R6C1,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q4R6C1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q4R6C1.pdb
Q5ZI23,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q5ZI23.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5ZI23.pdb
Q6P963,hard_negative,,glyoxalase_ii,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q6P963.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q6P963.pdb
Q8LDW8,hard_negative,,glyoxalase_ii,"Probable hydroxyacylglutathione hydrolase 2, chloroplastic (EC 3.1.2.6) (Glyoxalase 2-4) (Glyoxalase II) (Glx II)",UniProt,afdb,,Q8LDW8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8LDW8.pdb
Q8ZRM2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8ZRM2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8ZRM2.pdb
A0KIK2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A0KIK2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0KIK2.pdb
A0KXS9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A0KXS9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0KXS9.pdb
A1JKA9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1JKA9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1JKA9.pdb
A1S6T3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1S6T3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1S6T3.pdb
A1SS88,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1SS88.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1SS88.pdb
A1U0V1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1U0V1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1U0V1.pdb
A1WXD9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1WXD9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1WXD9.pdb
A2BQ40,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A2BQ40.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A2BQ40.pdb
A2C7W3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A2C7W3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A2C7W3.pdb
A3D437,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A3D437.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A3D437.pdb
A3PBT3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A3PBT3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A3PBT3.pdb
A3QET2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A3QET2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A3QET2.pdb
A4G7G5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4G7G5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4G7G5.pdb
A4SPI6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4SPI6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4SPI6.pdb
A4W6V2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4W6V2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4W6V2.pdb
A4XU09,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4XU09.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4XU09.pdb
A4YKS8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4YKS8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4YKS8.pdb
A5ETG1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A5ETG1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5ETG1.pdb
A5F635,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A5F635.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5F635.pdb
A5FZE9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A5FZE9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5FZE9.pdb
A5GJK5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A5GJK5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5GJK5.pdb
A5VSR1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A5VSR1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5VSR1.pdb
A6T510,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A6T510.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A6T510.pdb
A6VNK4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A6VNK4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A6VNK4.pdb
A6WXE0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A6WXE0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A6WXE0.pdb
A7ZHU8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A7ZHU8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A7ZHU8.pdb
A8AKR2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A8AKR2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A8AKR2.pdb
A8GA75,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A8GA75.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A8GA75.pdb
A8H589,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A8H589.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A8H589.pdb
A9BEI3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A9BEI3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9BEI3.pdb
A9M8S2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A9M8S2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9M8S2.pdb
B0BZI8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0BZI8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0BZI8.pdb
B0JW10,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0JW10.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0JW10.pdb
B0TRL8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0TRL8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0TRL8.pdb
B1WUT9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B1WUT9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1WUT9.pdb
B2FR57,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B2FR57.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2FR57.pdb
B2IVH7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B2IVH7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2IVH7.pdb
B2U350,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B2U350.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2U350.pdb
B2VHJ7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B2VHJ7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2VHJ7.pdb
B3R1Y0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B3R1Y0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B3R1Y0.pdb
B4SLN7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B4SLN7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B4SLN7.pdb
B7K3R6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7K3R6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7K3R6.pdb
B7KEB4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7KEB4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7KEB4.pdb
B7LW87,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7LW87.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7LW87.pdb
