structure_id,source_uri,label,tier,subclass,is_predicted,is_reference_bank
A0A7Y9LNS3,local:final_structures/A0A7Y9LNS3.pdb,hard_negative,4,,true,false
A0A835NGY8,local:final_structures/A0A835NGY8.pdb,hard_negative,4,,true,false
A0A840DTI9,local:final_structures/A0A840DTI9.pdb,hard_negative,4,,true,false
A0A840MS67,local:final_structures/A0A840MS67.pdb,hard_negative,4,,true,false
A0A8D4VRK5,local:final_structures/A0A8D4VRK5.pdb,hard_negative,4,,true,false
A0A8G2F3V7,local:final_structures/A0A8G2F3V7.pdb,hard_negative,4,,true,false
A0A8J7R7A9,local:final_structures/A0A8J7R7A9.pdb,hard_negative,4,,true,false
A0A918J465,local:final_structures/A0A918J465.pdb,hard_negative,4,,true,false
A0A923M675,local:final_structures/A0A923M675.pdb,hard_negative,4,,true,false
A0A9X0CSG6,local:final_structures/A0A9X0CSG6.pdb,hard_negative,4,,true,false
A0AA94IUY0,local:final_structures/A0AA94IUY0.pdb,hard_negative,4,,true,false
A0AA96JX48,local:final_structures/A0AA96JX48.pdb,hard_negative,4,,true,false
A0AAN4R181,local:final_structures/A0AAN4R181.pdb,hard_negative,4,,true,false
A0AAW3TW15,local:final_structures/A0AAW3TW15.pdb,hard_negative,4,,true,false
A0AAX2F6N7,local:final_structures/A0AAX2F6N7.pdb,hard_negative,4,,true,false
A0A1I5QUZ2,local:final_structures/A0A1I5QUZ2.pdb,hard_negative,4,,true,false
A0A508T8M4,local:final_structures/A0A508T8M4.pdb,hard_negative,4,,true,false
A0A4P6JKW3,local:final_structures/A0A4P6JKW3.pdb,hard_negative,4,,true,false
A0A3S8U7P6,local:final_structures/A0A3S8U7P6.pdb,hard_negative,4,,true,false
A0A1Y5SDN3,local:final_structures/A0A1Y5SDN3.pdb,hard_negative,4,,true,false
A0A1G8ZNX2,local:final_structures/A0A1G8ZNX2.pdb,hard_negative,4,,true,false
A0A133Q315,local:final_structures/A0A133Q315.pdb,hard_negative,4,,true,false
A0A963YXC9,local:final_structures/A0A963YXC9.pdb,hard_negative,4,,true,false
A0A194V3A3,local:final_structures/A0A194V3A3.pdb,hard_negative,4,,true,false
A0A3R8Q5C0,local:final_structures/A0A3R8Q5C0.pdb,hard_negative,4,,true,false
A0A430A0G4,local:final_structures/A0A430A0G4.pdb,hard_negative,4,,true,false
A0A387HF14,local:final_structures/A0A387HF14.pdb,hard_negative,4,,true,false
A0A941EXN1,local:final_structures/A0A941EXN1.pdb,hard_negative,4,,true,false
A0A3S0KV03,local:final_structures/A0A3S0KV03.pdb,hard_negative,4,,true,false
A0AA35RBV4,local:final_structures/A0AA35RBV4.pdb,hard_negative,4,,true,false
A0A511N6S9,local:final_structures/A0A511N6S9.pdb,hard_negative,4,,true,false
A0A2A6J3C8,local:final_structures/A0A2A6J3C8.pdb,hard_negative,4,,true,false
A0A2M9XPP3,local:final_structures/A0A2M9XPP3.pdb,hard_negative,4,,true,false
A0A963Z632,local:final_structures/A0A963Z632.pdb,hard_negative,4,,true,false
A0A7G7MNS9,local:final_structures/A0A7G7MNS9.pdb,hard_negative,4,,true,false
A0A511N681,local:final_structures/A0A511N681.pdb,hard_negative,4,,true,false
A0A2C6WL85,local:final_structures/A0A2C6WL85.pdb,hard_negative,4,,true,false
A0A3N6SGM9,local:final_structures/A0A3N6SGM9.pdb,hard_negative,4,,true,false
A0A7C9RK31,local:final_structures/A0A7C9RK31.pdb,hard_negative,4,,true,false
A0A1G8TRA5,local:final_structures/A0A1G8TRA5.pdb,hard_negative,4,,true,false
A0A177HNH4,local:final_structures/A0A177HNH4.pdb,hard_negative,4,,true,false
A0A853FB61,local:final_structures/A0A853FB61.pdb,hard_negative,4,,true,false
A0A1C7M4V3,local:final_structures/A0A1C7M4V3.pdb,hard_negative,4,,true,false
A0A7W7HT93,local:final_structures/A0A7W7HT93.pdb,hard_negative,4,,true,false
A0A7H0GKS3,local:final_structures/A0A7H0GKS3.pdb,hard_negative,4,,true,false
A0A4U8Q812,local:final_structures/A0A4U8Q812.pdb,hard_negative,4,,true,false
F2YU82,local:final_structures/F2YU82.pdb,hard_negative,4,,true,false
A0AAC9RQZ1,local:final_structures/A0AAC9RQZ1.pdb,hard_negative,4,,true,false
A0A1S8T918,local:final_structures/A0A1S8T918.pdb,hard_negative,4,,true,false
A0A852R2E8,local:final_structures/A0A852R2E8.pdb,hard_negative,4,,true,false
A0A0P1GBX2,local:final_structures/A0A0P1GBX2.pdb,hard_negative,4,,true,false
A0A5B8W2A6,local:final_structures/A0A5B8W2A6.pdb,hard_negative,4,,true,false
H0EPE4,local:final_structures/H0EPE4.pdb,hard_negative,4,,true,false
A0A7X0IIS3,local:final_structures/A0A7X0IIS3.pdb,hard_negative,4,,true,false
A0A372KNQ7,local:final_structures/A0A372KNQ7.pdb,hard_negative,4,,true,false
A0A0J6WHH6,local:final_structures/A0A0J6WHH6.pdb,hard_negative,4,,true,false
Q7B8C1,local:final_structures/Q7B8C1.pdb,hard_negative,4,,true,false
A0A412PLA5,local:final_structures/A0A412PLA5.pdb,hard_negative,4,,true,false
A0A556AFC0,local:final_structures/A0A556AFC0.pdb,hard_negative,4,,true,false
A0A0P7GRG3,local:final_structures/A0A0P7GRG3.pdb,hard_negative,4,,true,false
A0A430AK82,local:final_structures/A0A430AK82.pdb,hard_negative,4,,true,false
A0A1G6MXT4,local:final_structures/A0A1G6MXT4.pdb,hard_negative,4,,true,false
A0AA41UPK5,local:final_structures/A0AA41UPK5.pdb,hard_negative,4,,true,false
R2SPG9,local:final_structures/R2SPG9.pdb,hard_negative,4,,true,false
A0A7Y2LYN4,local:final_structures/A0A7Y2LYN4.pdb,hard_negative,4,,true,false
A0A2N9BJ56,local:final_structures/A0A2N9BJ56.pdb,hard_negative,4,,true,false
A0A838CVA6,local:final_structures/A0A838CVA6.pdb,hard_negative,4,,true,false
A0A7W2A716,local:final_structures/A0A7W2A716.pdb,hard_negative,4,,true,false
A0A3B0M742,local:final_structures/A0A3B0M742.pdb,hard_negative,4,,true,false
A0A4V3Z522,local:final_structures/A0A4V3Z522.pdb,hard_negative,4,,true,false
A0A0L0N0J0,local:final_structures/A0A0L0N0J0.pdb,hard_negative,4,,true,false
A0A2S9XIX1,local:final_structures/A0A2S9XIX1.pdb,hard_negative,4,,true,false
A0A4P6JKQ4,local:final_structures/A0A4P6JKQ4.pdb,hard_negative,4,,true,false
A0A2P4NNR2,local:final_structures/A0A2P4NNR2.pdb,hard_negative,4,,true,false
A0AAE3SUG5,local:final_structures/A0AAE3SUG5.pdb,hard_negative,4,,true,false
A0A853DBB1,local:final_structures/A0A853DBB1.pdb,hard_negative,4,,true,false
A0A4Y9LQZ2,local:final_structures/A0A4Y9LQZ2.pdb,hard_negative,4,,true,false
A0A3R9Y657,local:final_structures/A0A3R9Y657.pdb,hard_negative,4,,true,false
A0A6L9Y322,local:final_structures/A0A6L9Y322.pdb,hard_negative,4,,true,false
A0A089REM6,local:final_structures/A0A089REM6.pdb,hard_negative,4,,true,false
A0A418ISH9,local:final_structures/A0A418ISH9.pdb,hard_negative,4,,true,false
C6C6L9,local:final_structures/C6C6L9.pdb,hard_negative,4,,true,false
A0A5S9RB49,local:final_structures/A0A5S9RB49.pdb,hard_negative,4,,true,false
A0A8J7YDX0,local:final_structures/A0A8J7YDX0.pdb,hard_negative,4,,true,false
A0A4Y8LFJ2,local:final_structures/A0A4Y8LFJ2.pdb,hard_negative,4,,true,false
A0A0H3YS61,local:final_structures/A0A0H3YS61.pdb,hard_negative,4,,true,false
A0A3L7ACV6,local:final_structures/A0A3L7ACV6.pdb,hard_negative,4,,true,false
A0A5S4WCZ2,local:final_structures/A0A5S4WCZ2.pdb,hard_negative,4,,true,false
A0A3L9DTP3,local:final_structures/A0A3L9DTP3.pdb,hard_negative,4,,true,false
A0A8J3MU11,local:final_structures/A0A8J3MU11.pdb,hard_negative,4,,true,false
A0AAC8VRE7,local:final_structures/A0AAC8VRE7.pdb,hard_negative,4,,true,false
A0A222E4V8,local:final_structures/A0A222E4V8.pdb,hard_negative,4,,true,false
A0A4V0Z0M3,local:final_structures/A0A4V0Z0M3.pdb,hard_negative,4,,true,false
A0A4P6X9Z7,local:final_structures/A0A4P6X9Z7.pdb,hard_negative,4,,true,false
A0A4U0SSC7,local:final_structures/A0A4U0SSC7.pdb,hard_negative,4,,true,false
A0A9E7UBH1,local:final_structures/A0A9E7UBH1.pdb,hard_negative,4,,true,false
A0A8J7JGW8,local:final_structures/A0A8J7JGW8.pdb,hard_negative,4,,true,false
A0A7X1KRG2,local:final_structures/A0A7X1KRG2.pdb,hard_negative,4,,true,false
A0A3R9PD20,local:final_structures/A0A3R9PD20.pdb,hard_negative,4,,true,false
A0A1Y5RQ26,local:final_structures/A0A1Y5RQ26.pdb,hard_negative,4,,true,false
A0ABD5ZEV3,local:final_structures/A0ABD5ZEV3.pdb,hard_negative,4,,true,false
Q9UXX2,local:final_structures/Q9UXX2.pdb,easy_negative,4,,true,false
A4WG77,local:final_structures/A4WG77.pdb,easy_negative,4,,true,false
Q9SKP6,local:final_structures/Q9SKP6.pdb,easy_negative,4,,true,false
B7H1F6,local:final_structures/B7H1F6.pdb,easy_negative,4,,true,false
B3R3W5,local:final_structures/B3R3W5.pdb,easy_negative,4,,true,false
B2I782,local:final_structures/B2I782.pdb,easy_negative,4,,true,false
A6KXL2,local:final_structures/A6KXL2.pdb,easy_negative,4,,true,false
A4G646,local:final_structures/A4G646.pdb,easy_negative,4,,true,false
Q7MYB3,local:final_structures/Q7MYB3.pdb,easy_negative,4,,true,false
A2C2B2,local:final_structures/A2C2B2.pdb,easy_negative,4,,true,false
Q8G0F7,local:final_structures/Q8G0F7.pdb,easy_negative,4,,true,false
Q2FIL9,local:final_structures/Q2FIL9.pdb,easy_negative,4,,true,false
P15426,local:final_structures/P15426.pdb,easy_negative,4,,true,false
P00941,local:final_structures/P00941.pdb,easy_negative,4,,true,false
A3D7L0,local:final_structures/A3D7L0.pdb,easy_negative,4,,true,false
B1YLE0,local:final_structures/B1YLE0.pdb,easy_negative,4,,true,false
B2US24,local:final_structures/B2US24.pdb,easy_negative,4,,true,false
Q631M0,local:final_structures/Q631M0.pdb,easy_negative,4,,true,false
Q8UEY3,local:final_structures/Q8UEY3.pdb,easy_negative,4,,true,false
B0BM40,local:final_structures/B0BM40.pdb,easy_negative,4,,true,false
Q7X222,local:final_structures/Q7X222.pdb,easy_negative,4,,true,false
B0TWU2,local:final_structures/B0TWU2.pdb,easy_negative,4,,true,false
Q253S1,local:final_structures/Q253S1.pdb,easy_negative,4,,true,false
B2FNY1,local:final_structures/B2FNY1.pdb,easy_negative,4,,true,false
Q3BRM7,local:final_structures/Q3BRM7.pdb,easy_negative,4,,true,false
Q8FVH2,local:final_structures/Q8FVH2.pdb,easy_negative,4,,true,false
B7I3R5,local:final_structures/B7I3R5.pdb,easy_negative,4,,true,false
P04789,local:final_structures/P04789.pdb,easy_negative,4,,true,false
A7NI03,local:final_structures/A7NI03.pdb,easy_negative,4,,true,false
P68822,local:final_structures/P68822.pdb,easy_negative,4,,true,false
A7H5C4,local:final_structures/A7H5C4.pdb,easy_negative,4,,true,false
B1VA75,local:final_structures/B1VA75.pdb,easy_negative,4,,true,false
P62002,local:final_structures/P62002.pdb,easy_negative,4,,true,false
A3CV22,local:final_structures/A3CV22.pdb,easy_negative,4,,true,false
Q0IAV3,local:final_structures/Q0IAV3.pdb,easy_negative,4,,true,false
A3N3L9,local:final_structures/A3N3L9.pdb,easy_negative,4,,true,false
Q02FS4,local:final_structures/Q02FS4.pdb,easy_negative,4,,true,false
P72484,local:final_structures/P72484.pdb,easy_negative,4,,true,false
Q8XXP9,local:final_structures/Q8XXP9.pdb,easy_negative,4,,true,false
B5XKI2,local:final_structures/B5XKI2.pdb,easy_negative,4,,true,false
Q1MTI4,local:final_structures/Q1MTI4.pdb,easy_negative,4,,true,false
Q46DY6,local:final_structures/Q46DY6.pdb,easy_negative,4,,true,false
Q73NB9,local:final_structures/Q73NB9.pdb,easy_negative,4,,true,false
A5G381,local:final_structures/A5G381.pdb,easy_negative,4,,true,false
Q0HXR9,local:final_structures/Q0HXR9.pdb,easy_negative,4,,true,false
A1T8L2,local:final_structures/A1T8L2.pdb,easy_negative,4,,true,false
Q7V1N4,local:final_structures/Q7V1N4.pdb,easy_negative,4,,true,false
O27120,local:final_structures/O27120.pdb,easy_negative,4,,true,false
Q9HV51,local:final_structures/Q9HV51.pdb,easy_negative,4,,true,false
Q97VM8,local:final_structures/Q97VM8.pdb,easy_negative,4,,true,false
Q68ER2,local:final_structures/Q68ER2.pdb,easy_negative,4,,true,false
A0A0U5GHD4,local:final_structures/A0A0U5GHD4.pdb,easy_negative,4,,true,false
Q64591,local:final_structures/Q64591.pdb,easy_negative,4,,true,false
P9WGR1,local:final_structures/P9WGR1.pdb,easy_negative,4,,true,false
B0D8R3,local:final_structures/B0D8R3.pdb,easy_negative,4,,true,false
P22245,local:final_structures/P22245.pdb,easy_negative,4,,true,false
Q8IZV5,local:final_structures/Q8IZV5.pdb,easy_negative,4,,true,false
B6H060,local:final_structures/B6H060.pdb,easy_negative,4,,true,false
Q9EQ06,local:final_structures/Q9EQ06.pdb,easy_negative,4,,true,false
Q7T2D1,local:final_structures/Q7T2D1.pdb,easy_negative,4,,true,false
P0CG22,local:final_structures/P0CG22.pdb,easy_negative,4,,true,false
O49332,local:final_structures/O49332.pdb,easy_negative,4,,true,false
Q6CHP1,local:final_structures/Q6CHP1.pdb,easy_negative,4,,true,false
Q6IAN0,local:final_structures/Q6IAN0.pdb,easy_negative,4,,true,false
Q6H5J0,local:final_structures/Q6H5J0.pdb,easy_negative,4,,true,false
Q5BE65,local:final_structures/Q5BE65.pdb,easy_negative,4,,true,false
A0A4P8DJW8,local:final_structures/A0A4P8DJW8.pdb,easy_negative,4,,true,false
O67610,local:final_structures/O67610.pdb,easy_negative,4,,true,false
Q6QLL4,local:final_structures/Q6QLL4.pdb,easy_negative,4,,true,false
Q8CEE7,local:final_structures/Q8CEE7.pdb,easy_negative,4,,true,false
Q75KH3,local:final_structures/Q75KH3.pdb,easy_negative,4,,true,false
E3VWI6,local:final_structures/E3VWI6.pdb,easy_negative,4,,true,false
Q6P3L6,local:final_structures/Q6P3L6.pdb,easy_negative,4,,true,false
P0AFS4,local:final_structures/P0AFS4.pdb,easy_negative,4,,true,false
Q7SYS6,local:final_structures/Q7SYS6.pdb,easy_negative,4,,true,false
P07160,local:final_structures/P07160.pdb,easy_negative,4,,true,false
A4QTE3,local:final_structures/A4QTE3.pdb,easy_negative,4,,true,false
P9WGP9,local:final_structures/P9WGP9.pdb,easy_negative,4,,true,false
Q29608,local:final_structures/Q29608.pdb,easy_negative,4,,true,false
B1LNJ7,local:final_structures/B1LNJ7.pdb,easy_negative,4,,true,false
P39485,local:final_structures/P39485.pdb,easy_negative,4,,true,false
P58381,local:final_structures/P58381.pdb,easy_negative,4,,true,false
Q9PKF7,local:final_structures/Q9PKF7.pdb,easy_negative,4,,true,false
O77769,local:final_structures/O77769.pdb,easy_negative,4,,true,false
Q5RCF8,local:final_structures/Q5RCF8.pdb,easy_negative,4,,true,false
A0A5B8YU68,local:final_structures/A0A5B8YU68.pdb,easy_negative,4,,true,false
P57432,local:final_structures/P57432.pdb,easy_negative,4,,true,false
A0A8D5M6H6,local:final_structures/A0A8D5M6H6.pdb,easy_negative,4,,true,false
P9WGR2,local:final_structures/P9WGR2.pdb,easy_negative,4,,true,false
Q9A9Z0,local:final_structures/Q9A9Z0.pdb,easy_negative,4,,true,false
P06235,local:final_structures/P06235.pdb,easy_negative,4,,true,false
P39640,local:final_structures/P39640.pdb,easy_negative,4,,true,false
O42866,local:final_structures/O42866.pdb,easy_negative,4,,true,false
P26719,local:final_structures/P26719.pdb,easy_negative,4,,true,false
G2WRK0,local:final_structures/G2WRK0.pdb,easy_negative,4,,true,false
Q8FHB1,local:final_structures/Q8FHB1.pdb,easy_negative,4,,true,false
O07399,local:final_structures/O07399.pdb,easy_negative,4,,true,false
A0R518,local:final_structures/A0R518.pdb,easy_negative,4,,true,false
Q9LUE4,local:final_structures/Q9LUE4.pdb,easy_negative,4,,true,false
Q68VY7,local:final_structures/Q68VY7.pdb,easy_negative,4,,true,false
A0PNQ1,local:final_structures/A0PNQ1.pdb,easy_negative,4,,true,false
P07383,local:final_structures/P07383.pdb,easy_negative,4,,true,false
Q9XTR8,local:final_structures/Q9XTR8.pdb,easy_negative,4,,true,false
Q99369,local:final_structures/Q99369.pdb,easy_negative,4,,true,false
Q99685,local:final_structures/Q99685.pdb,easy_negative,4,,true,false
A9R0I6,local:final_structures/A9R0I6.pdb,easy_negative,4,,true,false
P82597,local:final_structures/P82597.pdb,easy_negative,4,,true,false
A0A061B0Q2,local:final_structures/A0A061B0Q2.pdb,easy_negative,4,,true,false
P93732,local:final_structures/P93732.pdb,easy_negative,4,,true,false
P23553,local:final_structures/P23553.pdb,easy_negative,4,,true,false
Q0C8M2,local:final_structures/Q0C8M2.pdb,easy_negative,4,,true,false
Q1RGX6,local:final_structures/Q1RGX6.pdb,easy_negative,4,,true,false
Q4ZXS0,local:final_structures/Q4ZXS0.pdb,easy_negative,4,,true,false
Q54T49,local:final_structures/Q54T49.pdb,easy_negative,4,,true,false
C7PDD8,local:final_structures/C7PDD8.pdb,easy_negative,4,,true,false
Q5VXI9,local:final_structures/Q5VXI9.pdb,easy_negative,4,,true,false
Q1IGC6,local:final_structures/Q1IGC6.pdb,easy_negative,4,,true,false
Q12385,local:final_structures/Q12385.pdb,easy_negative,4,,true,false
C7CM33,local:final_structures/C7CM33.pdb,easy_negative,4,,true,false
Q7S1X0,local:final_structures/Q7S1X0.pdb,easy_negative,4,,true,false
A1DI08,local:final_structures/A1DI08.pdb,easy_negative,4,,true,false
A8GKT5,local:final_structures/A8GKT5.pdb,easy_negative,4,,true,false
B1IYB5,local:final_structures/B1IYB5.pdb,easy_negative,4,,true,false
G9BY57,local:final_structures/G9BY57.pdb,easy_negative,4,,true,false
Q8MJJ1,local:final_structures/Q8MJJ1.pdb,easy_negative,4,,true,false
A0A242M8J4,local:final_structures/A0A242M8J4.pdb,easy_negative,4,,true,false
Q51758,local:final_structures/Q51758.pdb,easy_negative,4,,true,false
A5I3F5,local:final_structures/A5I3F5.pdb,easy_negative,4,,true,false
A7FH42,local:final_structures/A7FH42.pdb,easy_negative,4,,true,false
B1XW69,local:final_structures/B1XW69.pdb,easy_negative,4,,true,false
B7VH49,local:final_structures/B7VH49.pdb,easy_negative,4,,true,false
P76049,local:final_structures/P76049.pdb,easy_negative,4,,true,false
P0DSI2,local:final_structures/P0DSI2.pdb,easy_negative,4,,true,false
A0A109QYD3,local:final_structures/A0A109QYD3.pdb,easy_negative,4,,true,false
B7NMH7,local:final_structures/B7NMH7.pdb,easy_negative,4,,true,false
Q5NZF6,local:final_structures/Q5NZF6.pdb,easy_negative,4,,true,false
Q05861,local:final_structures/Q05861.pdb,easy_negative,4,,true,false
Q6GNY7,local:final_structures/Q6GNY7.pdb,easy_negative,4,,true,false
A0A2P1GIW2,local:final_structures/A0A2P1GIW2.pdb,easy_negative,4,,true,false
Q8U671,local:final_structures/Q8U671.pdb,easy_negative,4,,true,false
Q8FK82,local:final_structures/Q8FK82.pdb,easy_negative,4,,true,false
B1JHZ5,local:final_structures/B1JHZ5.pdb,easy_negative,4,,true,false
Q9KNL4,local:final_structures/Q9KNL4.pdb,easy_negative,4,,true,false
B5FK97,local:final_structures/B5FK97.pdb,easy_negative,4,,true,false
Q6DRD9,local:final_structures/Q6DRD9.pdb,easy_negative,4,,true,false
Q9SMN0,local:final_structures/Q9SMN0.pdb,easy_negative,4,,true,false
Q9W0H3,local:final_structures/Q9W0H3.pdb,easy_negative,4,,true,false
P14686,local:final_structures/P14686.pdb,easy_negative,4,,true,false
B8NCM8,local:final_structures/B8NCM8.pdb,easy_negative,4,,true,false
P75092,local:final_structures/P75092.pdb,easy_negative,4,,true,false
A0A6J4B5J2,local:final_structures/A0A6J4B5J2.pdb,easy_negative,4,,true,false
Q7WDP8,local:final_structures/Q7WDP8.pdb,easy_negative,4,,true,false
P51781,local:final_structures/P51781.pdb,easy_negative,4,,true,false
Q9VSL3,local:final_structures/Q9VSL3.pdb,easy_negative,4,,true,false
Q08392,local:final_structures/Q08392.pdb,easy_negative,4,,true,false
Q9Z339,local:final_structures/Q9Z339.pdb,easy_negative,4,,true,false
P18035,local:final_structures/P18035.pdb,easy_negative,4,,true,false
P0A4L6,local:final_structures/P0A4L6.pdb,easy_negative,4,,true,false
A0A5C1DUY5,local:final_structures/A0A5C1DUY5.pdb,easy_negative,4,,true,false
Q6IRC8,local:final_structures/Q6IRC8.pdb,easy_negative,4,,true,false
P30102,local:final_structures/P30102.pdb,easy_negative,4,,true,false
Q9KQE9,local:final_structures/Q9KQE9.pdb,easy_negative,4,,true,false
O74887,local:final_structures/O74887.pdb,easy_negative,4,,true,false
Q86SX6,local:final_structures/Q86SX6.pdb,easy_negative,4,,true,false
P91252,local:final_structures/P91252.pdb,easy_negative,4,,true,false
P0A252,local:final_structures/P0A252.pdb,easy_negative,4,,true,false
Q8C0L0,local:final_structures/Q8C0L0.pdb,easy_negative,4,,true,false
P34345,local:final_structures/P34345.pdb,easy_negative,4,,true,false
Q8IFW4,local:final_structures/Q8IFW4.pdb,easy_negative,4,,true,false
Q0J3L4,local:final_structures/Q0J3L4.pdb,easy_negative,4,,true,false
P80031,local:final_structures/P80031.pdb,easy_negative,4,,true,false
Q9HJL3,local:final_structures/Q9HJL3.pdb,easy_negative,4,,true,false
P46425,local:final_structures/P46425.pdb,easy_negative,4,,true,false
P0AC60,local:final_structures/P0AC60.pdb,easy_negative,4,,true,false
Q923X4,local:final_structures/Q923X4.pdb,easy_negative,4,,true,false
P9WLE6,local:final_structures/P9WLE6.pdb,easy_negative,4,,true,false
Q99N89,local:final_structures/Q99N89.pdb,easy_negative,4,,true,false
P45207,local:final_structures/P45207.pdb,easy_negative,4,,true,false
O02621,local:final_structures/O02621.pdb,easy_negative,4,,true,false
Q9VG95,local:final_structures/Q9VG95.pdb,easy_negative,4,,true,false
O81332,local:final_structures/O81332.pdb,easy_negative,4,,true,false
Q7VLK4,local:final_structures/Q7VLK4.pdb,easy_negative,4,,true,false
Q6DFS0,local:final_structures/Q6DFS0.pdb,easy_negative,4,,true,false
Q11183,local:final_structures/Q11183.pdb,easy_negative,4,,true,false
P56598,local:final_structures/P56598.pdb,easy_negative,4,,true,false
P0ACA1,local:final_structures/P0ACA1.pdb,easy_negative,4,,true,false
Q4WQZ2,local:final_structures/Q4WQZ2.pdb,easy_negative,4,,true,false
Q9ZEB4,local:final_structures/Q9ZEB4.pdb,easy_negative,4,,true,false
B3LLK7,local:final_structures/B3LLK7.pdb,easy_negative,4,,true,false
Q06398,local:final_structures/Q06398.pdb,easy_negative,4,,true,false
Q7RTV5,local:final_structures/Q7RTV5.pdb,easy_negative,4,,true,false
O08368,local:final_structures/O08368.pdb,easy_negative,4,,true,false
Q8K581,local:final_structures/Q8K581.pdb,easy_negative,4,,true,false
Q8TB36,local:final_structures/Q8TB36.pdb,easy_negative,4,,true,false
Q96468,local:final_structures/Q96468.pdb,easy_negative,4,,true,false
Q5RC63,local:final_structures/Q5RC63.pdb,easy_negative,4,,true,false
P40581,local:final_structures/P40581.pdb,easy_negative,4,,true,false
P45111,local:final_structures/P45111.pdb,easy_negative,4,,true,false
O04986,local:final_structures/O04986.pdb,easy_negative,4,,true,false
P30562,local:final_structures/P30562.pdb,easy_negative,4,,true,false
P11343,local:final_structures/P11343.pdb,easy_negative,4,,true,false
A2XE99,local:final_structures/A2XE99.pdb,easy_negative,4,,true,false
P24232,local:final_structures/P24232.pdb,easy_negative,4,,true,false
Q9KMY3,local:final_structures/Q9KMY3.pdb,easy_negative,4,,true,false
Q7LZM2,local:final_structures/Q7LZM2.pdb,easy_negative,4,,true,false
P02192,local:final_structures/P02192.pdb,easy_negative,4,,true,false
P02145,local:final_structures/P02145.pdb,easy_negative,4,,true,false
P04247,local:final_structures/P04247.pdb,easy_negative,4,,true,false
Q42665,local:final_structures/Q42665.pdb,easy_negative,4,,true,false
I1LJI1,local:final_structures/I1LJI1.pdb,easy_negative,4,,true,false
P84297,local:final_structures/P84297.pdb,easy_negative,4,,true,false
P02178,local:final_structures/P02178.pdb,easy_negative,4,,true,false
Q09240,local:final_structures/Q09240.pdb,easy_negative,4,,true,false
P68084,local:final_structures/P68084.pdb,easy_negative,4,,true,false
P02148,local:final_structures/P02148.pdb,easy_negative,4,,true,false
P02161,local:final_structures/P02161.pdb,easy_negative,4,,true,false
Q88PP0,local:final_structures/Q88PP0.pdb,easy_negative,4,,true,false
P62734,local:final_structures/P62734.pdb,easy_negative,4,,true,false
C0HKB7,local:final_structures/C0HKB7.pdb,easy_negative,4,,true,false
P80018,local:final_structures/P80018.pdb,easy_negative,4,,true,false
Q42831,local:final_structures/Q42831.pdb,easy_negative,4,,true,false
P02207,local:final_structures/P02207.pdb,easy_negative,4,,true,false
Q0KIY6,local:final_structures/Q0KIY6.pdb,easy_negative,4,,true,false
Q0KIY9,local:final_structures/Q0KIY9.pdb,easy_negative,4,,true,false
Q18086,local:final_structures/Q18086.pdb,easy_negative,4,,true,false
P41261,local:final_structures/P41261.pdb,easy_negative,4,,true,false
P02151,local:final_structures/P02151.pdb,easy_negative,4,,true,false
P12548,local:final_structures/P12548.pdb,easy_negative,4,,true,false
P25165,local:final_structures/P25165.pdb,easy_negative,4,,true,false
P15161,local:final_structures/P15161.pdb,easy_negative,4,,true,false
P02229,local:final_structures/P02229.pdb,easy_negative,4,,true,false
Q9NPG2,local:final_structures/Q9NPG2.pdb,easy_negative,4,,true,false
P68169,local:final_structures/P68169.pdb,easy_negative,4,,true,false
P86881,local:final_structures/P86881.pdb,easy_negative,4,,true,false
Q7MH09,local:final_structures/Q7MH09.pdb,easy_negative,4,,true,false
P08054,local:final_structures/P08054.pdb,easy_negative,4,,true,false
P02184,local:final_structures/P02184.pdb,easy_negative,4,,true,false
P04250,local:final_structures/P04250.pdb,easy_negative,4,,true,false
P02239,local:final_structures/P02239.pdb,easy_negative,4,,true,false
P02208,local:final_structures/P02208.pdb,easy_negative,4,,true,false
P02185,local:final_structures/P02185.pdb,easy_negative,4,,true,false
Q8DCU2,local:final_structures/Q8DCU2.pdb,easy_negative,4,,true,false
Q7M419,local:final_structures/Q7M419.pdb,easy_negative,4,,true,false
Q7M413,local:final_structures/Q7M413.pdb,easy_negative,4,,true,false
P29245,local:final_structures/P29245.pdb,easy_negative,4,,true,false
P02203,local:final_structures/P02203.pdb,easy_negative,4,,true,false
P00714,local:final_structures/P00714.pdb,easy_negative,4,,true,false
Q8IXA5,local:final_structures/Q8IXA5.pdb,easy_negative,4,,true,false
Q9D9X8,local:final_structures/Q9D9X8.pdb,easy_negative,4,,true,false
C1IIX1,local:final_structures/C1IIX1.pdb,easy_negative,4,,true,false
A2AE20,local:final_structures/A2AE20.pdb,easy_negative,4,,true,false
A6QQ77,local:final_structures/A6QQ77.pdb,easy_negative,4,,true,false
B6VH75,local:final_structures/B6VH75.pdb,easy_negative,4,,true,false
B6VH76,local:final_structures/B6VH76.pdb,easy_negative,4,,true,false
B6VH77,local:final_structures/B6VH77.pdb,easy_negative,4,,true,false
B6VH79,local:final_structures/B6VH79.pdb,easy_negative,4,,true,false
Q32PD6,local:final_structures/Q32PD6.pdb,easy_negative,4,,true,false
Q96QH8,local:final_structures/Q96QH8.pdb,easy_negative,4,,true,false
Q54F36,local:final_structures/Q54F36.pdb,easy_negative,4,,true,false
